dnb	corporateBody	company	https://d-nb.info/standards/elementset/gnd#placeOfBusiness	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/corporateBody/company.pt-construct
dnb	corporateBody	license	http://purl.org/dc/terms/license	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/corporateBody/license.pt-construct
dnb	corporateBody	locationName	https://d-nb.info/standards/elementset/gnd#preferredNameForTheCorporateBody	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/corporateBody/locationName.pt-construct
dnb	corporateBody	otherName	https://d-nb.info/standards/elementset/gnd#variantNameForTheCorporateBody	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/corporateBody/otherName.pt-construct
dnb	differentiatedPerson	birthPlace	https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/birthPlace.pt-construct
dnb	differentiatedPerson	commonName	https://d-nb.info/standards/elementset/gnd#variantNameForThePerson	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/commonName.pt-construct
dnb	differentiatedPerson	deathPlace	https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/deathPlace.pt-construct
dnb	differentiatedPerson	description	https://d-nb.info/standards/elementset/gnd#biographicalOrHistoricalInformation	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/description.pt-construct
dnb	differentiatedPerson	givenName	https://d-nb.info/standards/elementset/gnd#forename	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/givenName.pt-construct
dnb	differentiatedPerson	personName	https://d-nb.info/standards/elementset/gnd#preferredNameForThePerson	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/personName.pt-construct
dnb	differentiatedPerson	profession	https://d-nb.info/standards/elementset/gnd#gndSubjectCategory	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/profession.pt-construct
dnb	differentiatedPerson	surname	https://d-nb.info/standards/elementset/gnd#surname	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/differentiatedPerson/surname.pt-construct
dnb	musicalWork	instrument	https://d-nb.info/standards/elementset/gnd#preferredNameForTheSubjectHeading	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/musicalWork/instrument.pt-construct
dnb	musicalWork	musicComposer	https://d-nb.info/standards/elementset/gnd#firstComposer	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/musicalWork/musicComposer.pt-construct
dnb	musicalWork	originalTitle	https://d-nb.info/standards/elementset/gnd#preferredNameForTheWork	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/musicalWork/originalTitle.pt-construct
dnb	musicalWork	productionEndDate	https://d-nb.info/standards/elementset/gnd#dateOfProduction	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/musicalWork/productionEndDate.pt-construct
dnb	musicalWork	updated	http://purl.org/dc/terms/modified	https://github.com/dbpedia/dnkg-pilot/blob/master/cartridges/dnb/authorities/musicalWork/updated.pt-construct
